date,close,volume
2015-05-04,,1321488000
2015-05-05,-2.17235591083,1194258304
2015-05-06,2.26751544759,1480643968
2015-05-07,-1.42315737111,1237165056
2015-05-08,5.97099763475,1693109760
2015-05-11,5.82574095472,2111185920
2015-05-12,3.28794374021,2071803904
2015-05-13,-1.78903706001,1955548416
2015-05-14,-1.58369899632,1821477888
2015-05-15,0.119111546276,1627874176
2015-05-18,4.23318978742,1657955968
2015-05-19,1.35096018494,1648461312
2015-05-20,2.51326150981,1848362496
2015-05-21,3.55604523874,1798673664
2015-05-22,-0.305776499661,2295787008
2015-05-25,-1.38516254354,1774719104
2015-05-26,4.33444754717,1879669504
2015-05-27,0.288594067101,1993355520
2015-05-28,-5.39290809616,2043958272
2015-05-29,3.20019155358,1736877696
2015-06-01,4.96519180636,1568681344
2015-06-02,4.91535737921,1843613184
2015-06-03,2.0686174675,1910306432
2015-06-04,-0.973921533324,1821564416
2015-06-05,-1.46153118563,1812473728
2015-06-08,-4.66512705645,1787265664
2015-06-09,0.0265349152786,1625106304
2015-06-10,3.48567656609,1757107840
2015-06-11,0.715545079288,1780753664
2015-06-12,0.972699577281,1799034624
2015-06-15,-5.22290788662,1891853312
2015-06-16,-2.85057441409,1843327744
2015-06-17,4.1966552751,1701769344
2015-06-18,-6.32933451686,1582025600
2015-06-19,-5.40947578494,1604885888
2015-06-23,2.38203836167,1633255552
2015-06-24,-0.310435658851,1583117696
2015-06-25,-5.2320976153,1538674304
2015-06-26,-8.90967105905,1460215808
2015-06-29,-7.90710318714,1698721280
2015-06-30,6.27736303611,2393574400
2015-07-01,-3.47015293468,2309057024
2015-07-02,-3.98969634066,2040523264
2015-07-03,-1.66231585813,2230035712
2015-07-06,-4.27778093377,2367180800
2015-07-07,-5.68675947178,989190336
2015-07-08,0.511860068622,1582831104
2015-07-09,3.03318586036,934904256
2015-07-10,4.11100459611,695786560
2015-07-13,5.80407896402,1116585088
2015-07-14,1.60167032292,1553456128
2015-07-15,-4.98953063189,2218823936
2015-07-16,1.43029176099,2189514240
2015-07-17,5.94760105912,2035392768
2015-07-20,2.33458267884,2497331968
2015-07-21,1.21454775001,2057632768
2015-07-22,0.502133791114,2111686400
2015-07-23,2.43596526923,2045325056
2015-07-24,-2.36284144757,2268588288
2015-07-27,-7.39789580044,2306291712
2015-07-28,-3.78185363149,2548658176
2015-07-29,4.33402970299,2302800896
2015-07-30,-4.92504264319,2010776704
2015-07-31,-0.833479424221,1671234688
2015-08-03,-5.53463126082,1849905280
2015-08-04,6.12222952536,1757791360
2015-08-05,-1.73284339331,1824542848
2015-08-06,-0.843911031034,1214261376
2015-08-07,3.87222351654,1555336960
2015-08-10,5.03396788427,1823954432
2015-08-11,-0.288393545246,1802676992
2015-08-12,-2.84277516273,1386448640
2015-08-13,2.36710716394,1361673728
2015-08-14,-0.381334432085,1508706816
2015-08-17,-0.289264635818,1348868608
2015-08-18,-6.08017816537,1915977344
2015-08-19,2.6563271213,1676219520
2015-08-20,-2.40690149069,1499696512
2015-08-21,-6.6510630309,1314084480
2015-08-24,-8.08470191985,972553344
2015-08-25,-7.5214599552,1205075712
2015-08-26,-5.05699987844,1933968256
2015-08-27,3.67495645586,1790496128
2015-08-28,6.25824830288,1904712448
2015-08-31,-4.0948089547,1447651712
2015-09-01,-5.37712864916,1409304832
2015-09-02,-1.82371866286,1725936000
2015-09-07,2.07484291376,1656899712
2015-09-08,5.68438374858,1581393152
2015-09-09,3.52601196508,2202687232
2015-09-10,-1.57352572769,1439233280
2015-09-11,1.04883582019,1253267968
2015-09-14,-7.48801871386,1287479936
2015-09-15,-5.70014699294,1264282496
2015-09-16,7.15904975475,1364923776
2015-09-17,0.366100885401,1797404672
2015-09-18,2.58630722543,1450181248
2015-09-21,4.8284221534,1714350208
2015-09-22,-0.0164497417102,1831234688
2015-09-23,-0.0350215854195,1492260608
2015-09-24,1.37652250492,1755347328
2015-09-25,-4.06447564172,1550778368
2015-09-28,5.01169734168,1430887168
2015-09-29,-1.1162644298,1520418560
2015-09-30,-0.757373960422,1135163904
2015-10-08,5.16826213237,1688110720
2015-10-09,1.20279722834,1710782208
2015-10-12,4.51698414188,2135582336
2015-10-13,1.09017594232,1789628288
2015-10-14,-1.58135709952,1781133696
2015-10-15,4.31799871844,2100279936
2015-10-16,1.85054644706,2212893440
2015-10-19,-0.630086197392,2014779264
2015-10-20,3.18725476136,2109537536
2015-10-21,-6.62736483957,2652603904
2015-10-22,4.83627182545,2209272832
2015-10-23,3.2644627763,2526948864
2015-10-26,-0.429643595943,2466063872
2015-10-27,1.4433761415,2093616640
2015-10-28,-3.07037010747,1901205120
2015-10-29,0.00164974338441,1405144448
2015-10-30,-0.28161862103,1740871424
2015-11-02,-1.86577206664,1584004096
2015-11-03,-0.11381401113,1364659712
2015-11-04,6.38245234165,2282796544
2015-11-05,-0.7582274156,2580920832
2015-11-06,3.76999924358,2414937088
2015-11-09,2.37494232385,2579844864
2015-11-10,0.80708532092,2416119040
2015-11-11,2.11417060091,2765509888
2015-11-12,-0.762262463735,2831094016
2015-11-13,-2.62771000446,2500114688
2015-11-16,3.2101782883,2097444352
2015-11-17,-2.86397427106,2811973888
2015-11-18,-2.05689843257,1964636544
2015-11-19,4.11800846622,2256393728
2015-11-20,1.06101159541,2888869632
2015-11-23,-1.05612199346,2583966976
2015-11-24,1.6412104771,1946726400
2015-11-25,2.89487253058,2470587904
2015-11-26,-2.22155192853,2375948288
2015-11-27,-6.48200372865,2440385280
2015-11-30,0.869241946746,2220619520
2015-12-01,-0.644919648834,1710402176
2015-12-02,-1.58480348128,1590028544
2015-12-03,3.62994463244,1706528256
2015-12-04,-0.589411928483,1784463360
2015-12-07,1.70821878781,1642004608
2015-12-08,-1.69789883604,1870517248
2015-12-09,-0.882207174909,1615454592
2015-12-10,1.03432946814,1632773376
2015-12-11,-0.898346767417,1364343296
2015-12-14,1.42152187032,1338300672
2015-12-15,1.34482968628,1445922048
2015-12-16,0.634228065703,1508384768
2015-12-17,2.62699982701,2005595904
2015-12-18,-0.191910219025,1782489472
2015-12-21,-0.0119423699386,1493729280
2015-12-22,0.350928524153,1313451776
2015-12-23,-1.96876456942,1624717568
2015-12-24,0.425224376083,1324104192
2015-12-25,-0.0375566031662,1216205824
2015-12-28,-2.11988277937,1549767680
2015-12-29,0.524111811982,1276936960
2015-12-30,1.07974261607,1351285504
2015-12-31,-2.35526871074,1295863168
2016-01-04,-8.20943476313,1224017408
2016-01-05,-2.99108074694,1828932992
2016-01-06,2.13681738717,1419445888
2016-01-07,-8.58227669641,387552544
2016-01-08,-0.333876351415,1650229376
2016-01-11,-6.34204687437,1520892672
2016-01-12,1.95470095777,1439659648
2016-01-13,-4.08632052343,1246536832
2016-01-14,5.59458892617,1564866688
2016-01-15,-2.85561642878,1591029376
2016-01-18,2.93586735211,1626762752
2016-01-19,3.06961038818,1770032256
2016-01-20,-1.65267725865,1545118848
2016-01-21,-4.1840692936,1494520320
2016-01-22,1.76017466356,1360989184
2016-01-25,0.429757171846,1133417728
2016-01-26,-7.63272040704,1338570752
2016-01-27,0.171410202468,1592652160
2016-01-28,-4.55597469793,1145420416
2016-01-29,4.59511104607,1280987520
2016-02-01,-0.0687038787602,1115608960
2016-02-02,4.14473865795,1328764928
2016-02-03,0.733681654634,1208984576
2016-02-04,1.72306988763,1295538944
2016-02-05,-1.38949106857,906470272
2016-02-15,0.946692061845,1010066816
2016-02-16,4.0195329071,1391217152
2016-02-17,0.609285057393,1461849728
2016-02-18,-1.10276476624,1401950080
