date,close,volume
2016-02-19,0.917198370906,1340724096
2016-02-22,1.56299892447,1509061504
2016-02-23,-1.22218738811,1392660992
2016-02-24,-0.648206881597,1288402176
2016-02-25,-7.55978129916,1529895552
2016-02-26,-1.09089052659,1236669312
2016-02-29,-6.66329184285,1317002624
2016-03-01,2.88510416556,1345666176
2016-03-02,4.27330549754,1694915456
2016-03-03,-0.521807054308,1680547328
2016-03-04,-4.9841161969,1522097536
2016-03-07,2.42737308742,1162316032
2016-03-08,2.50131570056,1562742144
2016-03-09,-1.56718315086,1330367232
2016-03-10,-1.71731158664,1050801792
2016-03-11,-0.108313611789,848765568
2016-03-14,4.56144340447,1613440512
2016-03-15,-1.29541976583,1216706048
2016-03-16,-0.970594715862,1222045568
2016-03-17,5.55008298197,2107413888
2016-03-18,4.33944827104,2559683840
2016-03-21,2.25743501678,2554099712
2016-03-22,-0.239421580452,2106000640
2016-03-23,1.6835741247,1905279488
2016-03-24,-1.74121975684,2140092928
2016-03-25,-0.165963140325,1515400960
2016-03-28,-0.74008860667,1626047232
2016-03-29,-2.14289773308,1417051648
2016-03-30,4.47074815521,1740597504
2016-03-31,-0.466785812593,1812497664
2016-04-01,-1.47063422637,1570124544
2016-04-05,3.36229447317,1976493824
2016-04-06,0.768626728434,2091203584
2016-04-07,-2.10518662923,2030234496
2016-04-08,-0.833821025987,1794697216
2016-04-11,2.38612443238,1994662528
2016-04-12,-0.837748664889,1707821056
2016-04-13,1.32503480541,2177663488
2016-04-14,1.3242720732,1833497856
2016-04-15,-0.633197297876,1452697728
2016-04-18,-1.90862268128,1430977152
2016-04-19,0.305747766699,1300432000
2016-04-20,-5.60087479978,2166703616
2016-04-21,-1.6351091883,1278406272
2016-04-22,1.26824385995,1047191168
2016-04-25,-0.472174022099,955799104
2016-04-26,1.35708757712,891151808
2016-04-27,-0.421487806496,1047919936
2016-04-28,0.401470038121,1012327040
2016-04-29,-0.765162309898,802464000
2016-05-03,3.67001474701,1455123200
2016-05-04,-0.280169400558,1367172224
