Date,Close,Volume,Closecum
2014-08-01,,108800800,
2014-08-04,0.930549229901,43918900,0.930549229901
2014-08-05,-1.52912072118,67276000,-0.598571491279
2014-08-06,-0.685085620345,63560700,-1.28365711162
2014-08-07,-0.390899039278,77763500,-1.6745561509
2014-08-08,0.900274699908,53612400,-0.774281450994
2014-08-11,1.28117367379,49923100,0.506892222791
2014-08-12,0.112943302462,36823500,0.619835525254
2014-08-13,0.541518501805,49491900,1.16135402706
2014-08-14,0.157091558414,33152100,1.31844558547
2014-08-15,-0.268884152613,66006100,1.04956143286
2014-08-18,0.966077329413,38360500,2.01563876227
2014-08-19,0.467296405592,33591600,2.48293516786
2014-08-20,-0.199337754182,30889600,2.28359741368
2014-08-21,-0.421664438046,35476300,1.86193297564
2014-08-22,-0.267437046299,45995800,1.59449592934
2014-08-25,0.737434636872,31989900,2.33193056621
2014-08-26,0.598926326578,45918400,2.93085689279
2014-08-27,0.507175325565,34239100,3.43803221835
2014-08-28,-0.987277271291,38157700,2.45075494706
2014-08-29,-0.15510746388,39791500,2.29564748318
2014-09-02,-0.155346201612,48129000,2.14030128157
2014-09-03,1.3114024756,51700200,3.45170375717
2014-09-04,-0.263279935793,41676700,3.18842382137
2014-09-05,0.857894871489,53035700,4.04631869286
2014-09-08,-1.17774705246,50222700,2.8685716404
2014-09-09,-1.23593243796,85940600,1.63263920244
2014-09-10,-0.42457877095,57439600,1.20806043149
2014-09-11,-0.673256268554,70622500,0.534804162933
2014-09-12,-1.06190018355,85785600,-0.527096020614
2014-09-15,-0.502400079872,68507800,-1.02949610049
2014-09-16,1.30823731926,97318600,0.27874121877
2014-09-17,-0.928860465085,76121700,-0.650119246315
2014-09-18,0.137207866453,50513900,-0.512911379862
2014-09-19,-0.753601261621,88033100,-1.26651264148
2014-09-22,-1.51863786283,83094000,-2.78515050431
2014-09-23,-0.560743003756,82990700,-3.34589350807
2014-09-24,1.43326359414,55218900,-1.91262991393
2014-09-25,-2.1774335037,68810700,-4.09006341763
2014-09-26,0.449912384561,54551800,-3.64015103307
2014-09-29,-2.02733861515,74208400,-5.66748964822
2014-09-30,0.0,87704500,-5.66748964822
2014-10-01,-2.04524056677,109933300,-7.71273021498
2014-10-02,0.540410231894,92880600,-7.17231998309
2014-10-03,0.855116051796,61010900,-6.31720393129
2014-10-06,1.30814198905,84259600,-5.00906194224
